date,q_cms
30/06/1999,1.8321
31/07/1999,1.589467741935484
31/08/1999,1.300258064516129
30/09/1999,2.5511500000000003
31/10/1999,2.164548387096774
30/11/1999,1.38985
31/12/1999,1.1911451612903226
31/01/2000,4.683387096774194
29/02/2000,7.475534482758621
31/03/2000,9.131370967741935
30/04/2000,2.50665
31/05/2000,1.7783709677419355
30/06/2000,1.79335
31/07/2000,1.3014677419354839
31/08/2000,1.2448548387096774
30/09/2000,0.7268
31/10/2000,2.3942419354838713
30/11/2000,0.9111499999999999
31/12/2000,4.8019354838709685
31/01/2001,57.70712903225807
28/02/2001,61.0305
31/03/2001,40.7118870967742
30/04/2001,7.89205
31/05/2001,2.8906451612903226
30/06/2001,1.98545
31/07/2001,2.0042903225806454
31/08/2001,1.8045
30/09/2001,1.3143500000000001
31/10/2001,1.7244193548387097
30/11/2001,1.2568
31/12/2001,3.211306451612903
31/01/2002,7.020725806451614
28/02/2002,12.97125
31/03/2002,14.444080645161291
30/04/2002,10.9047
31/05/2002,2.9333225806451617
30/06/2002,1.80765
31/07/2002,1.789983870967742
31/08/2002,1.4312903225806453
30/09/2002,1.06995
31/10/2002,2.6951129032258065
30/11/2002,2.9546
31/12/2002,4.418854838709677
31/01/2003,18.415790322580644
28/02/2003,15.773196428571428
31/03/2003,20.78066129032258
30/04/2003,4.1523
31/05/2003,1.6380967741935484
30/06/2003,1.3505
31/07/2003,1.179725806451613
31/08/2003,0.9511451612903226
30/09/2003,1.0896000000000001
31/10/2003,0.6286935483870968
30/11/2003,0.68205
31/12/2003,3.2942903225806455
31/01/2004,47.87888709677419
29/02/2004,24.266534482758622
31/03/2004,7.904612903225806
30/04/2004,4.1339500000000005
31/05/2004,1.758483870967742
30/06/2004,1.40835
31/07/2004,1.4865
31/08/2004,1.263532258064516
30/09/2004,0.95495
31/10/2004,0.7228548387096774
30/11/2004,0.9531
31/12/2004,1.9047096774193548
31/01/2005,6.922354838709677
28/02/2005,8.020553571428572
31/03/2005,3.210822580645161
30/04/2005,3.7552499999999998
31/05/2005,1.0048064516129032
30/06/2005,0.8765499999999999
31/07/2005,0.7473387096774193
31/08/2005,0.6164000000000001
30/09/2005,-999
31/10/2005,-999
30/11/2005,-999
31/12/2005,-999
31/01/2006,22.653650000000003
28/02/2006,24.121392857142858
31/03/2006,11.728016129032259
30/04/2006,5.66615
31/05/2006,1.1293548387096775
30/06/2006,0.95595
31/07/2006,0.8642903225806451
31/08/2006,0.643016129032258
30/09/2006,0.4012
31/10/2006,0.7102741935483871
30/11/2006,2.8894
31/12/2006,3.669532258064516
31/01/2007,7.442032258064517
28/02/2007,5.1694821428571425
31/03/2007,8.232387096774193
30/04/2007,4.56415
31/05/2007,1.1443064516129033
30/06/2007,0.68955
31/07/2007,0.8894516129032258
31/08/2007,0.3681774193548387
30/09/2007,0.5472
31/10/2007,0.37475806451612903
30/11/2007,1.39795
31/12/2007,3.011758064516129
31/01/2008,16.629532258064515
29/02/2008,11.525793103448276
31/03/2008,12.639435483870967
30/04/2008,1.3745
31/05/2008,0.7697903225806451
30/06/2008,0.6661
31/07/2008,0.5963225806451613
31/08/2008,0.45203225806451613
30/09/2008,0.2868
31/10/2008,0.3320806451612903
30/11/2008,0.31155000000000005
31/12/2008,3.1459838709677417
31/01/2009,2.5446290322580642
28/02/2009,5.895535714285714
31/03/2009,4.493516129032258
30/04/2009,0.929
31/05/2009,0.3811935483870968
30/06/2009,0.30705
31/07/2009,0.29729032258064514
31/08/2009,0.23206451612903226
30/09/2009,0.23145000000000002
31/10/2009,0.2920161290322581
30/11/2009,0.7169
31/12/2009,4.692241935483871
31/01/2010,9.610451612903224
28/02/2010,24.672857142857143
31/03/2010,14.004870967741935
30/04/2010,1.2551999999999999
31/05/2010,0.5875161290322581
30/06/2010,0.45389999999999997
31/07/2010,0.3941612903225806
31/08/2010,0.23424193548387096
30/09/2010,0.29845
31/10/2010,0.5611451612903225
30/11/2010,0.22095
31/12/2010,1.1191451612903225
31/01/2011,1.513258064516129
28/02/2011,10.658089285714286
31/03/2011,13.958467741935483
30/04/2011,1.38225
31/05/2011,0.43993548387096776
30/06/2011,0.33249999999999996
31/07/2011,0.3140806451612903
31/08/2011,0.1537258064516129
30/09/2011,0.11825
31/10/2011,0.14051612903225805
30/11/2011,0.11460000000000001
31/12/2011,4.087693548387097
31/01/2012,14.342612903225806
29/02/2012,25.766431034482757
31/03/2012,19.149290322580647
30/04/2012,5.8195500000000004
31/05/2012,1.0835806451612904
30/06/2012,0.71085
31/07/2012,0.5124193548387097
31/08/2012,0.29361290322580647
30/09/2012,0.16785
31/10/2012,0.18208064516129033
30/11/2012,0.67555
31/12/2012,3.3454838709677417
31/01/2013,7.094951612903226
28/02/2013,20.537089285714284
31/03/2013,6.992370967741936
30/04/2013,1.0725
31/05/2013,0.5754193548387098
30/06/2013,0.80105
31/07/2013,0.3450483870967742
31/08/2013,0.27285
30/09/2013,0.09699999999999999
31/10/2013,0.352258064516129
30/11/2013,0.48695
31/12/2013,2.978951612903226
31/01/2014,13.746774193548386
28/02/2014,15.018160714285715
31/03/2014,3.841548387096774
30/04/2014,1.6784999999999999
31/05/2014,0.66455
30/06/2014,0.31105
31/07/2014,0.1874032258064516
31/08/2014,0.08220967741935484
30/09/2014,0.27525
31/10/2014,0.550016129032258
30/11/2014,0.1899
31/12/2014,2.2355806451612903
31/01/2015,11.931048387096775
28/02/2015,8.093517857142858
31/03/2015,5.016725806451612
30/04/2015,5.02605
31/05/2015,0.8568870967741936
30/06/2015,0.26345
31/07/2015,0.22635483870967743
31/08/2015,0.23356451612903226
30/09/2015,0.2385
31/10/2015,0.2616346153846154
30/11/2015,0.97465
31/12/2015,1.3047321428571428
31/01/2016,2.3029838709677417
29/02/2016,9.243
31/03/2016,1.759790322580645
30/04/2016,1.6825
31/05/2016,0.3897096774193548
30/06/2016,0.24075
31/07/2016,0.20424193548387098
31/08/2016,0.22166129032258064
30/09/2016,0.19765
31/10/2016,0.2811774193548387
30/11/2016,0.24900000000000003
31/12/2016,0.8564032258064517
31/01/2017,4.049274193548388
28/02/2017,1.6193571428571427
31/03/2017,7.522339285714286
30/04/2017,2.50565
31/05/2017,2.669806451612903
30/06/2017,0.2523
31/07/2017,0.20424193548387098
31/08/2017,0.1237258064516129
30/09/2017,0.50885
31/10/2017,0.8170862068965516
30/11/2017,0.17465
31/12/2017,1.3060714285714285
31/01/2018,4.586946428571429
28/02/2018,37.876285714285714
31/03/2018,13.880120689655174
30/04/2018,0.947
31/05/2018,0.4224827586206897
30/06/2018,0.9620892857142858
31/07/2018,0.39067741935483874
31/08/2018,0.28824193548387095
30/09/2018,0.22446428571428573
31/10/2018,0.7101290322580645
30/11/2018,0.5680499999999999
31/12/2018,1.938
31/01/2019,3.261290322580645
28/02/2019,14.489089285714286
31/03/2019,3.216964285714286
30/04/2019,4.11555
31/05/2019,0.5856964285714286
30/06/2019,0.26439999999999997
31/07/2019,0.27029032258064517
31/08/2019,0.08414516129032258
30/09/2019,0.24805000000000002
31/10/2019,0.24783870967741936
30/11/2019,0.9924499999999999
31/12/2019,0.9419032258064516
31/01/2020,1.8604354838709676
29/02/2020,23.11510344827586
31/03/2020,5.96948275862069
30/04/2020,0.8415
31/05/2020,0.3064354838709677
30/06/2020,0.16995
31/07/2020,0.1297741935483871
31/08/2020,0.14279032258064517
30/09/2020,0.28219999999999995
31/10/2020,0.3301607142857143
30/11/2020,0.10269642857142856
31/12/2020,1.5574000000000001
31/01/2021,5.389693548387097
28/02/2021,2.245821428571429
31/03/2021,5.055580645161291
30/04/2021,3.6881785714285718
31/05/2021,0.4086774193548387
30/06/2021,0.2942142857142857
